Title,Brand,Series,CPU,GPU,RAM,Storage,Display,Weight,OS,Price(Rs),Original Price(Rs),Discount Percentage,Rating,Review Count,Specs Raw,Product URL,RAM_GB,Storage_GB,Display_inches,Weight_KG
"Acer Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CB314-3H-C5QE/ CB314-3H-C0BZ Chromebook (15.6 inch, Silver, 1.45 Kg)",Acer,chromebook,intel celeron dual core n4500,,8 gb,128 gb,15.6 inch,1.45 kg,chrome os,13990.0,33999.0,58.0,3.8,177.0,Intel Celeron Dual Core Processor | 8 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/acer-chromebook-intel-celeron-dual-core-n4500-8-gb-128-gb-emmc-storage-chrome-os-cb314-3h-c5qe-cb314-3h-c0bz/p/itm04458b376eefa?pid=COMGSV3G3RYBAHX4&lid=LSTCOMGSV3G3RYBAHX4RBS9WL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_771&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjnMSvThzUETA6ljxE0aOCAI6tO2P3oHNvAYdCAitsYj2_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,8.0,128.0,15.6,1.45
"Lenovo 100e Chromebook Gen 4 MediaTek Kompanio 520 - (4 GB/32 GB EMMC Storage/Chrome OS) 82W00004HA Chromebook (11.6 Inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek kompanio 520,,4 gb,,11.6 inch,1.23 kg,chrome os,9999.0,16298.0,38.0,4.0,139.0,MediaTek Kompanio 520 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-520-4-gb-32-gb-emmc-storage-chrome-os-82w00004ha/p/itm1ae5f82096ad9?pid=COMHA9FK8YXVUUWA&lid=LSTCOMHA9FK8YXVUUWAAREQMZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_772&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjmWiGicus4zWxlNmcmsyNBYdrb39nR3PwPf8g70Kblht_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,4.0,512.0,11.6,1.23
"Lenovo LoQ Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050A/144 Hz) LoQ 15IRX9 Gaming Laptop (15.6 Inch, Luna Grey, 2.38 Kg, With MS Office)",Lenovo,loq,intel core i5 13th gen 13450hx,NVIDIA GeForce RTX 3050a,16 gb,512 gb,15.6 inch,2.38 kg,windows 11,76990.0,97190.0,20.0,,,Intel Core i5 Processor (13th Gen) | 16 GB DDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Office Home 2024 | 1 Year onsite Warranty,https://www.flipkart.com/lenovo-loq-intel-core-i5-13th-gen-13450hx-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050a-144-hz-15irx9-gaming-laptop/p/itm66c74c31dbd4c?pid=COMHEYV7U4CRVF33&lid=LSTCOMHEYV7U4CRVF33E9FCEV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_773&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMHEYV7U4CRVF33.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,2.38
"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA566NCR-HN054WS Gaming Laptop (15.6 Inch, Graphite Black, 2.30 Kg, With MS Office)",Asus,,ryzen 7,NVIDIA GeForce RTX 3050,16 gb,512 gb,15.6 inch,2.30 kg,windows 11,69990.0,89990.0,22.0,4.4,109.0,AMD Ryzen 7 Octa Core Processor | 16 GB DDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa566ncr-hn054ws-laptop/p/itma4f834884f6b1?pid=COMH3ZFZSSC85WFC&lid=LSTCOMH3ZFZSSC85WFCDVRKX8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_774&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMH3ZFZSSC85WFC.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,2.3
"Samsung Galaxy Book3 360 EVO AMOLED Intel Core i7 13th Gen 1360P - (16 GB/512 GB SSD/Windows 11 Home) NP750QFG-KA1IN Thin and Light Laptop (15.6 Inch, Graphite, 1.46 Kg, With MS Office)",Samsung,,intel core i7 13th gen 1360p,,16 gb,512 gb,15.6 inch,1.46 kg,windows 11,103199.0,153990.0,32.0,4.6,6.0,Intel Core i7 Processor (13th Gen) | 16 GB DDR4X RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Touchscreen Display | 1 Year Onsite Warranty,https://www.flipkart.com/samsung-galaxy-book3-360-evo-amoled-intel-core-i7-13th-gen-1360p-16-gb-512-gb-ssd-windows-11-home-np750qfg-ka1in-thin-light-laptop/p/itm4442ba7ef854f?pid=COMGPXF2AU59RN4B&lid=LSTCOMGPXF2AU59RN4BXKHYK2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_775&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMGPXF2AU59RN4B.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.46
"Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 Thin and Light Laptop (14 inch, Storm Grey, 1.35 kg, With MS Office)",Lenovo,yoga,intel core i5 13th gen 13500h,,16 gb,1 tb,14 inch,1.35 kg,windows 11,74990.0,118890.0,36.0,4.4,55.0,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5X RAM | Windows 11 Operating System | 1 TB SSD | 35.56 cm (14 inch) Display | Microsoft Office Home & Student 2021 | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-yoga-slim-6-wuxga-oled-intel-core-i5-13th-gen-13500h-16-gb-1-tb-ssd-windows-11-home-14irh8-thin-light-laptop/p/itmae04103d75ff9?pid=COMHYZZHAG49RY2F&lid=LSTCOMHYZZHAG49RY2FC339EZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_776&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMHYZZHAG49RY2F.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,1024.0,14.0,1.35
"ASUS Chromebook CX14 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1405CKA-NK0154 | CX1405CKA-S60342 Chromebook (14 Inch, Quiet Blue, 1.4 Kg)",Asus,chromebook,intel celeron dual core n4500,,4 gb,,14 inch,1.4 kg,chrome os,16590.0,21990.0,40.0,3.8,11.0,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 35.56 cm (14 Inch) Display | MyASUS | 1 Year Onsite Warranty,https://www.flipkart.com/asus-chromebook-cx14-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1405cka-nk0154-cx1405cka-s60342/p/itm076cdd51ac69a?pid=COMHDDZ7PYJZSGUZ&lid=LSTCOMHDDZ7PYJZSGUZDQ7ISM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_777&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjnMXSANSpykVF66IZ14syQ7HIZ538DpC8KjKfmYHsJEO_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,4.0,512.0,14.0,1.4
"Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0001DHA Chromebook (11.6 Inch, Graphite Grey, 1.23 Kg)",Lenovo,chromebook,mediatek mediatek kompanio 528,,4 gb,,11.6 inch,1.23 kg,chrome os,10990.0,37690.0,70.0,3.9,88.0,MediaTek MediaTek Kompanio 528 Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 29.46 cm (11.6 Inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/lenovo-100e-chromebook-gen-4-mediatek-kompanio-528-4-gb-64-gb-emmc-storage-chrome-os-82w0001dha/p/itm37ef89935fcd5?pid=COMHA9FKZ7KSC3SZ&lid=LSTCOMHA9FKZ7KSC3SZTEADVB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_778&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjklH2YWUtuMQdJt7EppIdiybuoGMkrB4hrA2on1NvPGTvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,4.0,512.0,11.6,1.23
"HP G8 Intel Core i3 12th Gen 12 gen - (16 GB/512 GB SSD/Windows 11 Pro) 250G8 Business Laptop (15.6 inch, Silver, 1.75 kg)",Hp,,intel core i3 12th gen 12,,16 gb,512 gb,15.6 inch,1.75 kg,windows 11,39734.0,74999.0,47.0,3.9,12.0,Intel Core i3 Processor (12th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | MS OFFICE | 1 year Onsite Warrenty,https://www.flipkart.com/hp-g8-intel-core-i3-12th-gen-12-16-gb-512-gb-ssd-windows-11-pro-250g8-business-laptop/p/itmf8dced187ae27?pid=COMGX4AQMZY3ZZP5&lid=LSTCOMGX4AQMZY3ZZP5D59FGV&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_779&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMGX4AQMZY3ZZP5.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.75
"DELL Intel Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop (15.6 inch, Carbon Black, With MS Office)",Dell,,intel core i3 13th gen,,8 gb,512 gb,15.6 inch,,windows 11,36990.0,57890.0,36.0,4.2,25.0,Intel Core i3 Processor (13th Gen) | 8 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 year domestic warranty,https://www.flipkart.com/dell-intel-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itme37811760d94c?pid=COMGQN94CKCN3EYH&lid=LSTCOMGQN94CKCN3EYHTZAJV0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_780&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMGQN94CKCN3EYH.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.5
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Wedgewood, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itm9a50f9400e0e0?pid=COMHAUZWVNJSFAMN&lid=LSTCOMHAUZWVNJSFAMNCQMECQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_781&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjmNK0BVj6GCd_3mNDqx9aF1_ODWjGYLfH3B7WAEMqZCL_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 83ER00KSIN Thin and Light Laptop (15.6 inch, Arctic Grey, With MS Office)",Lenovo,ideapad,intel core i5 12th gen 12450h,,16 gb,512 gb,15.6 inch,,windows 11,46990.0,70990.0,33.0,4.2,31.0,Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Warranty,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-83er00ksin-thin-light-laptop/p/itm88613b4717866?pid=COMHCYGTDF5GYHFX&lid=LSTCOMHCYGTDF5GYHFXGCWAY7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_782&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjnimkmaZeDTnXKJh6rzoKvIqBTVNX0QjOJcbKFi8EpzIvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.5
"ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) K3605ZF-RP458WS Creator Laptop (16 inch, Cool Silver, 1.7 kg, With MS Office)",Asus,vivobook,intel core i5 12th gen 12500h,NVIDIA GeForce RTX 2050,16 gb,512 gb,16 inch,1.7 kg,windows 11,55927.0,77990.0,28.0,4.3,1.0,"Intel Core i5 Processor (12th Gen) | 16 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 40.64 cm (16 inch) Display | MyASUS, ProArt Creator Hub, ScreenXpert, GlideX, MS Office 2024 H&S | 1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-16x-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-k3605zf-rp458ws-creator-laptop/p/itm9fd372e93edc4?pid=COMH8REYXMWP3NHN&lid=LSTCOMH8REYXMWP3NHN7AHHXI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_783&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMH8REYXMWP3NHN.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,1.7
"Lenovo IdeaPad Slim 1 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and Light Laptop (15.6 inch, Cloud Grey, 1.58 kg, With MS Office)",Lenovo,ideapad,ryzen 5,,8 gb,512 gb,15.6 inch,1.58 kg,windows 11,36999.0,65690.0,43.0,4.2,36.0,AMD Ryzen 5 Quad Core Processor | 8 GB LPDDR5 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office Home & Student 2021 | 1 Yr. Onsite + 1 Yr. Accidental Damage Protection,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-15amn7-thin-light-laptop/p/itm7ecd736658657?pid=COMHYUNJGKSJGPGN&lid=LSTCOMHYUNJGKSJGPGNIAXUSG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_784&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMHYUNJGKSJGPGN.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.58
"HP 15s Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-FY5011TU Thin and Light Laptop (15.6 Inch, Silver, 1.65 Kg, With MS Office)",Hp,,intel core i3 12th gen 1215u,,8 gb,512 gb,15.6 inch,1.65 kg,windows 11,36582.0,49990.0,26.0,3.7,4.0,Intel Core i3 Processor (12th Gen) | 8 GB DDR4 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | Win 11 + Office H&S 2021 | 1 Year Onsite Warranty,https://www.flipkart.com/hp-15s-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-15s-fy5011tu-thin-light-laptop/p/itma616759801787?pid=COMH9YGBGQJF5W5H&lid=LSTCOMH9YGBGQJF5W5HDARVUG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_785&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMH9YGBGQJF5W5H.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,8.0,512.0,15.6,1.65
"Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (24 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-53 Thin and Light Laptop (15.6 inch, Silver, 1.5 kg, With MS Office)",Acer,aspire,intel core i3 13th gen 1305u,,24 gb,512 gb,15.6 inch,1.5 kg,windows 11,37990.0,76990.0,50.0,4.0,2.0,"Intel Core i3 Processor (13th Gen) | 24 GB DDR4 RAM | 64 bit Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | Microsoft Office 2021, Windows 11 Home | 3 Years Warranty",https://www.flipkart.com/acer-aspire-3-2025-intel-core-i3-13th-gen-1305u-24-gb-512-gb-ssd-windows-11-home-a325-53-thin-light-laptop/p/itmeda5968e2f739?pid=COMHDP35SNGAF9GW&lid=LSTCOMHDP35SNGAF9GWGDP9LL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_786&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMHDP35SNGAF9GW.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,24.0,512.0,15.6,1.5
"Samsung Galaxy Book4 Pro Evo AI PC Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) NP960XGK-KG2IN / NP960XGK-LG2IN Thin and Light Laptop (16 inch, Moonstone Gray, 1.56 kg, With MS Office)",Samsung,,intel core ultra 7 155h,,16 gb,512 gb,16 inch,1.56 kg,windows 11,103490.0,164723.0,13.0,4.5,6.0,Intel Core Ultra 7 Processor | 16 GB LPDDR5X RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 inch) Touchscreen Display | MS Office Home and Student 2021 | 1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,https://www.flipkart.com/samsung-galaxy-book4-pro-evo-ai-pc-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-np960xgk-kg2in-np960xgk-lg2in-thin-light-laptop/p/itm370bc665c0725?pid=COMGY2H4SSYY68DX&lid=LSTCOMGY2H4SSYY68DXSRS95N&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_789&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMGY2H4SSYY68DX.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,1.56
"Acer Aspire Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) AL15-52H Thin and Light Laptop (15.6 inch, Pure Silver, 1.70 kg, With MS Office)",Acer,aspire,intel core i5 13th gen 13420h,,16 gb,512 gb,15.6 inch,1.70 kg,windows 11,47990.0,69990.0,31.0,4.3,0.0,Intel Core i5 Processor (13th Gen) | 16 GB LPDDR5 RAM | Windows 11 Home Operating System | 512 GB SSD | 39.62 cm (15.6 inch) Display | 1 Year Carry-in Warranty,https://www.flipkart.com/acer-aspire-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itm7d8c274d68fef?pid=COMHG6ZG28ZSCEAD&lid=LSTCOMHG6ZG28ZSCEADQRNNWT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_790&otracker=search&fm=organic&iid=a064995e-2d04-4595-91c3-724154b9993b.COMHG6ZG28ZSCEAD.SEARCH&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.7
"MOTOROLA Motobook 60 Full Metal OLED (i5 14th Gen) Intel Core 5 (Series 2) 210H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH10R Thin and Light Laptop (14 Inch, PANTONE Bronze Green, 1.4 Kg, With MS Office)",Motorola,,i5,,16 gb,512 gb,14 inch,1.4 kg,windows 11,49990.0,93690.0,46.0,4.3,212.0,Intel Core 5 (Series 2) Processor | 16 GB DDR5 RAM | 64 bit Windows 11 Operating System | 512 GB SSD | 35.56 cm (14 Inch) Display | Office Home 2024 | 1 Year Onsite Warranty,https://www.flipkart.com/motorola-motobook-60-full-metal-oled-i5-14th-gen-intel-core-5-series-2-210h-16-gb-512-gb-ssd-windows-11-home-14irh10r-thin-light-laptop/p/itme7b254581c42e?pid=COMHAUZW4MMNNCGT&lid=LSTCOMHAUZW4MMNNCGTEVATRK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_791&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjmaw4CLOwngvyLPa1NKZoXbdMAW2p7bb3vP8pEnv5F6Z_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,16.0,512.0,14.0,1.4
"ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (4 GB/64 GB EMMC Storage/Chrome OS) CX1505CKA-S70179 Chromebook (15.6 Inch, Pure Grey, 1.59 Kg)",Asus,chromebook,intel celeron dual core n4500,,4 gb,,15.6 inch,1.59 kg,chrome os,14990.0,19990.0,25.0,4.0,4.0,Intel Celeron Dual Core Processor | 4 GB LPDDR4X RAM | Chrome Operating System | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-chromebook-cx15-intel-celeron-dual-core-n4500-4-gb-64-gb-emmc-storage-chrome-os-cx1505cka-s70179/p/itm75a5cdacc688f?pid=COMHDPZGFT7VH8BH&lid=LSTCOMHDPZGFT7VH8BH8MXXE1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_33_792&otracker=search&fm=organic&iid=en_LTsT_8yLbt3QKbda4bWMcUMrpUtTQHyggk-toBSrOjn-apBtRJX8OtqnYRtSmbh40LHCHqcTvKjQ9yMaqPw_M6V8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=yxfcnroa4g0000001765368814692&qH=c06ea84a1e3dc3c6,4.0,512.0,15.6,1.59
"DELL Vostro 3530 Intel Core i5 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Laptop (15.6 Inch, Carbon Black, 1.66 Kg, With MS Office)",Dell,,intel core i5 1334u,,16 gb,512 gb,15.6 inch,1.66 kg,windows 11,49404.0,71990.0,31.0,3.7,0.0,Intel Core i5 Processor | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 39.62 cm (15.6 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/dell-vostro-3530-intel-core-i5-1334u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm5130113075de4?pid=COMH8EPFMQHSMYGG&lid=LSTCOMH8EPFMQHSMYGGJZIZ27&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_793&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMH8EPFMQHSMYGG.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,15.6,1.66
"ASUS Vivobook 16X For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) K3605ZC-MBN742WS Gaming Laptop (16 Inch, Silver, 1.80 Kg, With MS Office)",Asus,vivobook,intel core i7 12th gen 12650h,NVIDIA GeForce RTX 3050,16 gb,512 gb,16 inch,1.80 kg,windows 11,72269.0,116999.0,38.0,4.1,16.0,Intel Core i7 Processor (12th Gen) | 16 GB DDR4 RAM | Windows 11 Operating System | 512 GB SSD | 40.64 cm (16 Inch) Display | 1 Year Onsite Warranty,https://www.flipkart.com/asus-vivobook-16x-creator-intel-h-series-core-i7-12th-gen-12650h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-mbn742ws-gaming-laptop/p/itme304c469918e6?pid=COMGR5QESVPYUNQA&lid=LSTCOMGR5QESVPYUNQASHDGKH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_34_795&otracker=search&fm=organic&iid=d7dbab2e-3d94-4667-a7ba-68d623e4602a.COMGR5QESVPYUNQA.SEARCH&ppt=sp&ppn=sp&ssid=9xi2luaxi80000001765368819945&qH=c06ea84a1e3dc3c6,16.0,512.0,16.0,1.8
